"image","xmin","ymin","xmax","ymax","label"
"1025.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1025.jpg",577.6572133168927,248.04276315789474,653.4155363748458,403.8322689658717,"Player2"
"1025.jpg",344.5992601726264,312.63157894736844,921.2043387792849,410.5263157894737,"Net"
"1025.jpg",578.1833770036991,331.7269736842105,598.1750924784217,350.6743421052631,"Shuttlecock"
"1024.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1024.jpg",579.2355117139334,255.9375,654.9938347718866,411.727005807977,"Player2"
"1024.jpg",339.33415536374844,307.5164794921875,915.9392339704069,405.41121633429276,"Net"
"1027.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1027.jpg",569.7657213316888,252.7796052631579,645.524044389642,408.5691110711349,"Player2"
"1027.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1027.jpg",575.0267802096176,330.1480263157895,595.0184956843402,345.7894736842105,"Shuttlecock"
"1026.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1026.jpg",572.9223181257703,260.6743421052632,648.6806411837234,416.46384791324016,"Player2"
"1026.jpg",347.7558569667077,314.2105263157895,924.3609355733662,412.10526315789474,"Net"
"1026.jpg",576.6050786066584,326.9901315789474,596.596794081381,350.5263157894737,"Shuttlecock"
"1028.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1028.jpg",569.7657213316888,252.7796052631579,645.524044389642,408.5691110711349,"Player2"
"1028.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1028.jpg",575.0267802096176,330.1480263157895,595.0184956843402,345.7894736842105,"Shuttlecock"
"103.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"103.jpg",595.0184956843397,276.3157894736842,670.7768187422928,415.2631578947369,"Player2"
"103.jpg",373.0086313193585,322.10526315789474,923.304562268804,420,"Net"
"1031.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1031.jpg",568.187422934648,248.04276315789474,643.9457459926011,403.8322689658717,"Player2"
"1031.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1031.jpg",578.1833770036989,326.8421052631579,598.1750924784214,347.3684210526316,"Shuttlecock"
"1030.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1030.jpg",566.6091245376075,252.7796052631579,642.3674475955606,408.5691110711349,"Player2"
"1030.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1030.jpg",578.1833770036989,330,598.1750924784214,350.5263157894737,"Shuttlecock"
"1029.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1029.jpg",574.5006165228108,254.35855263157896,650.2589395807639,410.14805843955594,"Player2"
"1029.jpg",344.5992601726262,315.7894736842105,921.2043387792846,413.6842105263158,"Net"
"1029.jpg",582.3921085080148,330,599.7533908754622,352.10526315789474,"Shuttlecock"
"1032.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1032.jpg",571.3440197287294,254.35855263157896,647.1023427866826,410.14805843955594,"Player2"
"1032.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1032.jpg",574.5006165228111,325.4111842105263,595.0184956843403,347.3684210526316,"Shuttlecock"
"1033.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1033.jpg",574.500616522811,259.0953947368421,650.2589395807641,414.88490054481906,"Player2"
"1033.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1033.jpg",579.2355117139333,330.1480263157895,602.9099876695436,356.8421052631579,"Shuttlecock"
"1036.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1036.jpg",572.9223181257703,252.7796052631579,648.6806411837234,408.5691110711349,"Player2"
"1036.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1036.jpg",577.6572133168927,325.2631578947368,602.9099876695435,352.10526315789474,"Shuttlecock"
"1034.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1034.jpg",572.9223181257703,259.0953947368421,648.6806411837234,414.88490054481906,"Player2"
"1034.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1034.jpg",576.6050786066581,326.8421052631579,596.5967940813807,344.2105263157895,"Shuttlecock"
"1035.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1035.jpg",568.1874229346482,252.7796052631579,643.9457459926014,408.5691110711349,"Player2"
"1035.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1035.jpg",574.5006165228112,326.9901315789474,599.7533908754624,347.3684210526316,"Shuttlecock"
"1037.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1037.jpg",572.9223181257702,251.20065789473685,648.6806411837233,406.99016370271386,"Player2"
"1037.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1037.jpg",572.9223181257706,326.8421052631579,595.0184956843402,350.5263157894737,"Shuttlecock"
"1040.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1040.jpg",569.7657213316888,252.7796052631579,645.524044389642,408.5691110711349,"Player2"
"1040.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1040.jpg",575.0267802096176,330.1480263157895,595.0184956843402,345.7894736842105,"Shuttlecock"
"104.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"104.jpg",601.3316892725028,276.3157894736842,677.0900123304563,415.2631578947369,"Player2"
"104.jpg",361.96054254007385,330,938.5656211467324,427.89473684210526,"Net"
"1039.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1039.jpg",569.765721331689,255.9375,645.5240443896421,411.727005807977,"Player2"
"1039.jpg",347.7558569667076,309.47368421052624,924.3609355733661,407.3684210526315,"Net"
"1039.jpg",571.34401972873,323.6842105263157,596.5967940813811,342.63157894736844,"Shuttlecock"
"1038.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1038.jpg",571.3440197287296,251.05263157894737,647.1023427866827,406.8421373869244,"Player2"
"1038.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1038.jpg",573.4484818125768,325.4111842105263,591.861898890259,341.0526315789474,"Shuttlecock"
"1041.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1041.jpg",569.765721331689,246.4638157894737,645.5240443896421,402.2533215974507,"Player2"
"1041.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1041.jpg",576.6050786066583,326.9901315789474,596.5967940813808,342.63157894736844,"Shuttlecock"
"1045.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1045.jpg",568.1874229346481,257.51644736842104,643.9457459926012,413.305953176398,"Player2"
"1045.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1045.jpg",577.6572133168927,323.83223684210526,604.4882860665841,345.7894736842105,"Shuttlecock"
"1043.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1043.jpg",574.500616522811,252.63157894736844,650.2589395807641,406.9901637027138,"Player2"
"1043.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1043.jpg",576.6050786066583,330.1480263157895,596.5967940813808,345.7894736842105,"Shuttlecock"
"1044.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1044.jpg",563.4525277435258,260.6743421052631,639.210850801479,416.4638479132401,"Player2"
"1044.jpg",344.5992601726262,315.7894736842105,921.2043387792846,413.6842105263158,"Net"
"1044.jpg",578.1833770036991,328.56907894736844,595.0184956843402,345.41121633429276,"Shuttlecock"
"1042.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1042.jpg",577.6572133168922,252.7796052631579,653.4155363748454,408.5691110711349,"Player2"
"1042.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1042.jpg",581.3399737977803,326.9901315789474,601.3316892725029,342.63157894736844,"Shuttlecock"
"1046.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1046.jpg",572.9223181257703,259.0953947368421,648.6806411837234,414.88490054481906,"Player2"
"1046.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1046.jpg",572.9223181257705,322.2532894736842,598.1750924784213,345.7894736842105,"Shuttlecock"
"105.jpg",701.290651972873,359.0954107987253,795.9885557953144,571.7269736842105,"Player1"
"105.jpg",608.1710465474723,271.2006900185032,673.4073481812577,410.1480584395558,"Player2"
"105.jpg",372.4784217016029,329.0954107987253,919.6218981196054,406.9901637027138,"Net"
"1049.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1049.jpg",574.500616522811,249.62171052631578,650.2589395807641,405.41121633429276,"Player2"
"1049.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1049.jpg",579.2355117139334,322.2532894736842,598.1750924784216,345.7894736842105,"Shuttlecock"
"1047.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1047.jpg",576.0789149198516,251.05263157894737,651.8372379778048,406.8421373869244,"Player2"
"1047.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1047.jpg",577.6572133168926,317.51644736842104,599.753390875462,342.63157894736844,"Shuttlecock"
"1048.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1048.jpg",577.6572133168922,257.51644736842104,653.4155363748454,413.305953176398,"Player2"
"1048.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1048.jpg",579.7616754007397,325.2631578947368,599.7533908754623,341.0526315789474,"Shuttlecock"
"1050.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1050.jpg",579.2355117139331,254.35855263157896,654.9938347718862,410.14805843955594,"Player2"
"1050.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1050.jpg",579.2355117139334,322.2532894736842,598.1750924784216,345.7894736842105,"Shuttlecock"
"1051.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1051.jpg",576.0789149198516,243.3059210526316,651.8372379778048,399.09542686060854,"Player2"
"1051.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1051.jpg",579.2355117139334,322.2532894736842,598.1750924784216,345.7894736842105,"Shuttlecock"
"1052.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1052.jpg",571.3440197287294,254.35855263157896,647.1023427866826,410.14805843955594,"Player2"
"1052.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1052.jpg",579.2355117139334,322.2532894736842,598.1750924784216,345.7894736842105,"Shuttlecock"
"1053.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1053.jpg",569.765721331689,252.7796052631579,645.5240443896421,408.5691110711349,"Player2"
"1053.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1053.jpg",579.2355117139334,322.2532894736842,598.1750924784216,345.7894736842105,"Shuttlecock"
"1054.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1054.jpg",569.765721331689,254.35855263157896,645.5240443896421,410.14805843955594,"Player2"
"1054.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1054.jpg",579.2355117139334,322.2532894736842,598.1750924784216,345.7894736842105,"Shuttlecock"
"1055.jpg",690.7686305487053,324.3585686934622,772.8401471948213,573.8322529039885,"Player1"
"1055.jpg",576.0789149198516,252.63157894736844,651.8372379778048,408.4210847553454,"Player2"
"1055.jpg",343.0209617755856,312.63157894736844,919.6260403822441,410.5263157894737,"Net"
"1055.jpg",582.3921085080148,323.83223684210526,601.3316892725029,347.36842105263156,"Shuttlecock"
"1058.jpg",681.2988401664612,342.2533215974507,768.6313193588163,558.042779219778,"Player1"
"1058.jpg",583.4443395499384,325.4111842105263,597.1229577681875,339.09542686060854,"Shuttlecock"
"1058.jpg",578.1833770036991,256.9901637027138,645.5240443896423,403.3059371145148,"Player2"
"1056.jpg",577.1311459617756,323.305953176398,598.1750924784217,341.2006578947368,"Shuttlecock"
"1056.jpg",676.0378776202219,344.35855263157896,780.2055718249076,561.2006739566201,"Player1"
"1056.jpg",570.8179523736128,253.83226896587172,648.6806411837238,404.35855263157896,"Player2"
"1057.jpg",680.2466091245376,340.1480423776727,775.9967439889026,560.1480584395559,"Player1"
"1057.jpg",580.2877427558569,319.09539473684214,598.1750924784217,339.0954268606086,"Shuttlecock"
"1057.jpg",572.9223181257706,251.72698974609375,654.9938347718866,404.35855263157896,"Player2"
"1059.jpg",680.2466091245376,342.2533215974507,777.0489750308261,560.1480584395559,"Player1"
"1059.jpg",573.9745491676942,249.0954268606085,645.5240443896424,402.77960526315786,"Player2"
"1059.jpg",584.4965705918619,322.2532894736842,598.1750924784217,335.93753212376646,"Shuttlecock"
"106.jpg",703.3950177250308,363.30592105263156,779.153340782984,570.6743581671464,"Player1"
"106.jpg",597.6490251233046,270,671.3029824290999,405.9375,"Player2"
"1061.jpg",679.1944744143034,341.2006578947368,781.2577065351419,579.0954268606085,"Player1"
"1061.jpg",582.3921085080148,321.20067395662005,601.331689272503,338.04276315789474,"Shuttlecock"
"1061.jpg",576.0789149198521,256.9901637027138,643.4196786374846,405.41121633429276,"Player2"
"1062.jpg",680.2466091245375,339.09542686060854,773.3662145499384,572.7796373869244,"Player1"
"1062.jpg",584.4965705918619,318.04277921977797,600.2795545622688,333.8322529039885,"Shuttlecock"
"1062.jpg",571.8701834155364,247.5164794921875,647.6285064734896,400.1480423776727,"Player2"
"1062.jpg",347.7517628699137,312.7796052631579,924.3567933107275,388.56907894736844,"Net"
"1060.jpg",678.1422433723798,347.51644736842104,777.0489750308261,566.4638479132401,"Player1"
"1060.jpg",562.9264603884094,255.9375,646.0502080764488,405.41121633429276,"Player2"
"1060.jpg",581.3399737977805,319.09539473684214,599.2273235203453,340.1480423776727,"Shuttlecock"
"1063.jpg",678.1422433723798,345.41121633429276,778.1011097410604,569.6217426500823,"Player1"
"1063.jpg",578.7094443588163,255.9375,646.0502080764488,404.2105263157895,"Player2"
"1063.jpg",345.12128159679406,315.41121633429276,913.3087045314426,394.3585847553454,"Net"
"1063.jpg",585.5487053020962,319.09539473684214,601.3316892725031,336.9901476408306,"Shuttlecock"
"1064.jpg",678.1422433723798,345.41121633429276,778.1011097410604,569.6217426500823,"Player1"
"1064.jpg",577.1311459617754,251.20065789473685,644.4719096794079,399.47368421052636,"Player2"
"1064.jpg",346.6995799938348,315.7894736842105,914.8870029284833,394.7368421052631,"Net"
"1064.jpg",584.4965705918619,314.8848844829359,601.331689272503,329.6217426500823,"Shuttlecock"
"1068.jpg",678.1422433723798,345.41121633429276,778.1011097410604,569.6217426500823,"Player1"
"1068.jpg",585.0226379469789,251.20065789473685,652.3634016646114,399.47368421052636,"Player2"
"1068.jpg",346.6995799938348,313.8322689658717,914.8870029284833,392.7796373869244,"Net"
"1068.jpg",607.6448828606658,299.0954107987253,625.5323289149198,312.77960526315786,"Shuttlecock"
"1065.jpg",678.1422433723798,345.41121633429276,778.1011097410604,569.6217426500823,"Player1"
"1065.jpg",581.8660411528975,258.94736842105266,649.20680487053,407.22039473684214,"Player2"
"1065.jpg",345.12128159679406,315.41121633429276,913.3087045314426,394.3585847553454,"Net"
"1065.jpg",587.6531673859433,312.7796052631579,602.3839203144266,328.56907894736844,"Shuttlecock"
"1066.jpg",678.1422433723798,345.41121633429276,778.1011097410604,569.6217426500823,"Player1"
"1066.jpg",580.2877427558569,260.6743421052632,647.6285064734894,408.94736842105266,"Player2"
"1066.jpg",343.5429831997534,313.8322689658717,911.7304061344018,392.7796373869244,"Net"
"1067.jpg",678.1422433723798,345.41121633429276,778.1011097410604,569.6217426500823,"Player1"
"1067.jpg",585.022637946979,257.51644736842104,652.3634016646115,405.7894736842105,"Player2"
"1067.jpg",346.6995799938348,313.8322689658717,914.8870029284833,392.7796373869244,"Net"
"1069.jpg",678.1422433723798,345.41121633429276,778.1011097410604,569.6217426500823,"Player1"
"1069.jpg",580.2877427558569,257.51644736842104,647.6285064734894,405.7894736842105,"Player2"
"1069.jpg",346.6995799938348,313.8322689658717,914.8870029284833,392.7796373869244,"Net"
"1069.jpg",611.8537106966708,293.83223684210526,632.8976572133168,306.4638157894737,"Shuttlecock"
"1071.jpg",678.1422433723798,345.41121633429276,778.1011097410604,569.6217426500823,"Player1"
"1071.jpg",580.2877427558569,255.9375,647.6285064734894,404.2105263157895,"Player2"
"1071.jpg",346.6995799938348,313.8322689658717,914.8870029284833,392.7796373869244,"Net"
"1071.jpg",626.5844636251542,289.621726588199,646.576275431566,306.4638157894737,"Shuttlecock"
"107.jpg",687.6120337546239,348.5691110711349,787.5709001233046,572.7796373869244,"Player1"
"107.jpg",602.3839203144265,265.4111842105263,669.724684032059,413.6842105263158,"Player2"
"107.jpg",368.7957575524044,328.42105263157896,916.9913686806412,402.2533215974507,"Net"
"1072.jpg",678.1422433723798,345.41121633429276,778.1011097410604,569.6217426500823,"Player1"
"1072.jpg",577.1311459617756,247.89473684210526,644.4719096794081,396.16776315789474,"Player2"
"1072.jpg",346.6995799938348,313.8322689658717,914.8870029284833,392.7796373869244,"Net"
"1072.jpg",632.8976572133168,288.5691110711349,648.6806411837238,305.4112002724096,"Shuttlecock"
"1070.jpg",678.1422433723798,345.41121633429276,778.1011097410604,569.6217426500823,"Player1"
"1070.jpg",580.2877427558569,257.51644736842104,647.6285064734894,405.7894736842105,"Player2"
"1070.jpg",346.6995799938348,313.8322689658717,914.8870029284833,392.7796373869244,"Net"
"1070.jpg",618.1669042848335,290.6743421052632,639.2108508014796,305.4112002724096,"Shuttlecock"
"1073.jpg",678.1422433723798,345.41121633429276,778.1011097410604,569.6217426500823,"Player1"
"1073.jpg",578.7094443588161,255.78947368421052,646.0502080764486,404.0625,"Player2"
"1073.jpg",346.6995799938348,313.8322689658717,914.8870029284833,392.7796373869244,"Net"
"1073.jpg",641.3153128853268,292.77962132504115,653.9417000616523,306.4638157894737,"Shuttlecock"
"1076.jpg",640.7891491985204,339.09542686060854,763.896424167694,563.305953176398,"Player1"
"1076.jpg",580.2877427558569,255.9375,647.6285064734894,404.2105263157895,"Player2"
"1076.jpg",345.121281596794,313.8322689658717,913.3087045314425,392.7796373869244,"Net"
"1076.jpg",657.0982968557337,301.2006900185033,674.9856465782984,318.04277921977797,"Shuttlecock"
"1075.jpg",657.6243642108507,340.67437422902964,763.8964241676942,564.8849005448192,"Player1"
"1075.jpg",346.6995799938348,313.8322689658717,914.8870029284833,392.7796373869244,"Net"
"1075.jpg",576.0830571824907,258.0427631578947,643.4238209001232,406.31578947368416,"Player2"
"1075.jpg",645.5240443896424,295.93751606188323,666.5680872379778,312.7796052631579,"Shuttlecock"
"1074.jpg",678.1422433723798,345.41121633429276,778.1011097410604,569.6217426500823,"Player1"
"1074.jpg",577.1311459617754,255.9375,644.4719096794079,404.2105263157895,"Player2"
"1074.jpg",346.6995799938348,313.8322689658717,914.8870029284833,392.7796373869244,"Net"
"1074.jpg",640.2630818434033,290.6743421052632,663.4114904438965,311.72698974609375,"Shuttlecock"
"1080.jpg",670.7768187422935,336.99014764083057,689.7163995067817,350.6743421052631,"Shuttlecock"
"1080.jpg",616.0625385326757,341.2006578947368,785.4665343711467,539.0954107987253,"Player1"
"1080.jpg",570.8179523736128,254.88488448293586,646.5762754315659,401.2006578947369,"Player2"
"1080.jpg",341.4385692817509,312.7796052631579,915.9392339704069,393.83225290398855,"Net"
"108.jpg",697.081824136868,362.25330553556745,785.4665343711467,564.3585686934622,"Player1"
"108.jpg",603.4361513563501,270.6743581671464,671.829049784217,409.62172658819907,"Player2"
"108.jpg",370.9001233045622,331.57894736842104,913.8347718865596,403.3059371145148,"Net"
"1079.jpg",617.11467324291,340.1480423776727,769.6835504007399,543.3059210526316,"Player1"
"1079.jpg",669.7246840320591,326.46384791324016,689.7163995067817,344.35855263157896,"Shuttlecock"
"1079.jpg",568.713586621455,252.7796052631579,653.9417000616522,402.2533215974506,"Player2"
"1079.jpg",341.4385692817509,310.67437422902964,913.8347718865598,398.0427631578948,"Net"
"1078.jpg",663.9375577990135,313.3059371145148,686.0337353575832,337.5164794921875,"Shuttlecock"
"1078.jpg",617.11467324291,340.1480423776727,769.6835504007399,543.3059210526316,"Player1"
"1078.jpg",568.713586621455,252.7796052631579,653.9417000616522,402.2533215974506,"Player2"
"1081.jpg",611.3276433415537,334.88486842105266,759.6876926633786,532.7796213250411,"Player1"
"1081.jpg",567.6613555795315,256.9901637027138,640.2630818434033,405.41121633429276,"Player2"
"1081.jpg",339.33415536374844,310.67437422902964,916.9913686806411,388.56907894736844,"Net"
"1077.jpg",658.150431565968,309.6217105263158,676.037877620222,326.4638479132401,"Shuttlecock"
"1077.jpg",617.11467324291,340.1480423776727,769.6835504007399,543.3059210526316,"Player1"
"1077.jpg",568.713586621455,252.7796052631579,653.9417000616522,402.2533215974506,"Player2"
"1077.jpg",341.4385692817509,310.67437422902964,913.8347718865598,398.0427631578948,"Net"
"1082.jpg",611.3276433415537,334.88486842105266,759.6876926633786,532.7796213250411,"Player1"
"1082.jpg",567.6613555795315,256.9901637027138,640.2630818434033,405.41121633429276,"Player2"
"1082.jpg",339.33415536374844,310.67437422902964,916.9913686806411,388.56907894736844,"Net"
"1084.jpg",608.1710465474721,346.8420892012747,756.5310958692969,544.7368421052631,"Player1"
"1084.jpg",558.1915651972873,256.99016370271374,630.7932914611591,405.4112163342927,"Player2"
"1084.jpg",344.06905055487044,312.63157894736844,921.7262638717632,390.52628366570724,"Net"
"1085.jpg",611.3276433415535,345.9375,759.6876926633784,543.8322529039885,"Player1"
"1085.jpg",555.0349684032059,261.7270058079769,627.6366946670777,410.1480584395559,"Player2"
"1085.jpg",638.1587160912454,325.4111842105263,651.8372379778052,345.41121633429276,"Shuttlecock"
"1085.jpg",344.5951660758323,312.7796052631579,913.8347718865598,394.88486842105266,"Net"
"1083.jpg",609.7493449445129,341.2006578947368,758.1093942663379,539.0954107987253,"Player1"
"1083.jpg",567.6613555795315,256.9901637027138,640.2630818434033,405.41121633429276,"Player2"
"1083.jpg",339.33415536374844,310.67437422902964,916.9913686806411,388.56907894736844,"Net"
"1086.jpg",608.1710465474721,346.8420892012747,756.5310958692969,544.7368421052631,"Player1"
"1086.jpg",558.1915651972873,256.99016370271374,630.7932914611591,405.4112163342927,"Player2"
"1086.jpg",344.06905055487044,312.63157894736844,921.7262638717632,390.52628366570724,"Net"
"1087.jpg",604.4882860665845,299.0954107987253,630.793291461159,316.9901637027138,"Shuttlecock"
"1087.jpg",608.1710465474721,346.8420892012747,756.5310958692969,544.7368421052631,"Player1"
"1087.jpg",558.1915651972873,256.99016370271374,630.7932914611591,405.4112163342927,"Player2"
"1087.jpg",344.06905055487044,312.63157894736844,921.7262638717632,390.52628366570724,"Net"
"1088.jpg",596.0707267262638,288.5691110711349,619.219135326757,307.5164794921875,"Shuttlecock"
"1088.jpg",608.1710465474721,346.8420892012747,756.5310958692969,544.7368421052631,"Player1"
"1088.jpg",558.1915651972873,256.99016370271374,630.7932914611591,405.4112163342927,"Player2"
"1088.jpg",344.06905055487044,312.63157894736844,921.7262638717632,390.52628366570724,"Net"
"1090.jpg",575.0267802096178,282.2533215974507,595.0184956843403,296.9901315789474,"Shuttlecock"
